1,1,9.99000999000999E-4,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
331,3,0.3306693306693307,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
332,1,0.33166833166833165,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
332,2,0.33166833166833165,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
332,3,0.33166833166833165,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
333,1,0.33266733266733267,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
333,2,0.33266733266733267,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
333,3,0.33266733266733267,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
334,1,0.3336663336663337,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
334,2,0.3336663336663337,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
334,3,0.3336663336663337,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d2, ])
335,1,0.33466533466533466,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
335,2,0.33466533466533466,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
335,3,0.33466533466533466,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
336,1,0.3356643356643357,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
336,2,0.3356643356643357,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
336,3,0.3356643356643357,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
337,1,0.33666333666333664,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
337,2,0.33666333666333664,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
337,3,0.33666333666333664,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
338,1,0.33766233766233766,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
338,2,0.33766233766233766,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
338,3,0.33766233766233766,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d2, ])
339,1,0.3386613386613387,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
339,2,0.3386613386613387,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
339,3,0.3386613386613387,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
340,1,0.33966033966033965,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
340,2,0.33966033966033965,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
340,3,0.33966033966033965,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
341,1,0.34065934065934067,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
341,2,0.34065934065934067,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
341,3,0.34065934065934067,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
342,1,0.34165834165834164,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
342,2,0.34165834165834164,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
342,3,0.34165834165834164,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
343,1,0.34265734265734266,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
343,2,0.34265734265734266,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
343,3,0.34265734265734266,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
344,1,0.3436563436563437,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
344,2,0.3436563436563437,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
344,3,0.3436563436563437,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
345,1,0.34465534465534464,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
345,2,0.34465534465534464,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
345,3,0.34465534465534464,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
346,1,0.34565434565434566,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
346,2,0.34565434565434566,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
346,3,0.34565434565434566,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
347,1,0.34665334665334663,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
347,2,0.34665334665334663,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
347,3,0.34665334665334663,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
348,1,0.34765234765234765,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2, ])
348,2,0.34765234765234765,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
348,3,0.34765234765234765,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
349,1,0.34865134865134867,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
349,2,0.34865134865134867,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, ])
349,3,0.34865134865134867,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
350,1,0.34965034965034963,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
350,2,0.34965034965034963,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
350,3,0.34965034965034963,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d2, ])
351,1,0.35064935064935066,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
351,2,0.35064935064935066,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
351,3,0.35064935064935066,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
352,1,0.3516483516483517,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
352,2,0.3516483516483517,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
352,3,0.3516483516483517,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d2, ])
353,1,0.35264735264735264,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
353,2,0.35264735264735264,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
353,3,0.35264735264735264,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
354,1,0.35364635364635366,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
354,2,0.35364635364635366,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
354,3,0.35364635364635366,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
355,1,0.3546453546453546,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
355,2,0.3546453546453546,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
355,3,0.3546453546453546,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
356,1,0.35564435564435565,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
356,2,0.35564435564435565,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
356,3,0.35564435564435565,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
357,1,0.35664335664335667,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
357,2,0.35664335664335667,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
357,3,0.35664335664335667,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
358,1,0.35764235764235763,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
358,2,0.35764235764235763,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
358,3,0.35764235764235763,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
359,1,0.35864135864135865,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
359,2,0.35864135864135865,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
359,3,0.35864135864135865,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
360,1,0.3596403596403596,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
360,2,0.3596403596403596,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
360,3,0.3596403596403596,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
361,1,0.36063936063936064,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
361,2,0.36063936063936064,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
361,3,0.36063936063936064,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
362,1,0.36163836163836166,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
362,2,0.36163836163836166,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
362,3,0.36163836163836166,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
363,1,0.3626373626373626,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
363,2,0.3626373626373626,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
363,3,0.3626373626373626,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d4, ])
364,1,0.36363636363636365,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
364,2,0.36363636363636365,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
364,3,0.36363636363636365,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
365,1,0.3646353646353646,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
365,2,0.3646353646353646,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
365,3,0.3646353646353646,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
366,1,0.36563436563436563,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
366,2,0.36563436563436563,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
366,3,0.36563436563436563,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
367,1,0.36663336663336665,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
367,2,0.36663336663336665,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
367,3,0.36663336663336665,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
368,1,0.3676323676323676,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
368,2,0.3676323676323676,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
368,3,0.3676323676323676,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
369,1,0.36863136863136864,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
369,2,0.36863136863136864,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
369,3,0.36863136863136864,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
370,1,0.3696303696303696,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
370,2,0.3696303696303696,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d3, ])
370,3,0.3696303696303696,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
371,1,0.3706293706293706,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
371,2,0.3706293706293706,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
371,3,0.3706293706293706,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
372,1,0.37162837162837165,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
372,2,0.37162837162837165,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
372,3,0.37162837162837165,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
373,1,0.3726273726273726,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d4, ])
373,2,0.3726273726273726,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
373,3,0.3726273726273726,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
374,1,0.37362637362637363,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
374,2,0.37362637362637363,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
374,3,0.37362637362637363,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
375,1,0.37462537462537465,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
375,2,0.37462537462537465,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
375,3,0.37462537462537465,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
376,1,0.3756243756243756,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
376,2,0.3756243756243756,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
376,3,0.3756243756243756,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
377,1,0.37662337662337664,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
377,2,0.37662337662337664,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
377,3,0.37662337662337664,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
378,1,0.3776223776223776,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
378,2,0.3776223776223776,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
378,3,0.3776223776223776,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d1, ])
379,1,0.3786213786213786,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
379,2,0.3786213786213786,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
379,3,0.3786213786213786,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d2, ])
380,1,0.37962037962037964,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
380,2,0.37962037962037964,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
380,3,0.37962037962037964,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
381,1,0.3806193806193806,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
381,2,0.3806193806193806,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
381,3,0.3806193806193806,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
382,1,0.38161838161838163,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
382,2,0.38161838161838163,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
382,3,0.38161838161838163,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
383,1,0.3826173826173826,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
383,2,0.3826173826173826,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
383,3,0.3826173826173826,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d1, ])
384,1,0.3836163836163836,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
384,2,0.3836163836163836,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
384,3,0.3836163836163836,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
385,1,0.38461538461538464,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
385,2,0.38461538461538464,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
385,3,0.38461538461538464,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
386,1,0.3856143856143856,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
386,2,0.3856143856143856,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
386,3,0.3856143856143856,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
387,1,0.3866133866133866,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
387,2,0.3866133866133866,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
387,3,0.3866133866133866,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
388,1,0.3876123876123876,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, ])
388,2,0.3876123876123876,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
388,3,0.3876123876123876,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
389,1,0.3886113886113886,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
389,2,0.3886113886113886,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, ])
389,3,0.3886113886113886,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d4, ])
390,1,0.38961038961038963,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d4, ])
390,2,0.38961038961038963,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
390,3,0.38961038961038963,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
391,1,0.3906093906093906,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
391,2,0.3906093906093906,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
391,3,0.3906093906093906,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d2, ])
392,1,0.3916083916083916,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
392,2,0.3916083916083916,ParsCat@15,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d4, ])
392,3,0.3916083916083916,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
393,1,0.3926073926073926,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
393,2,0.3926073926073926,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
393,3,0.3926073926073926,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
394,1,0.3936063936063936,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
394,2,0.3936063936063936,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
394,3,0.3936063936063936,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d2, ])
395,1,0.3946053946053946,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
395,2,0.3946053946053946,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
395,3,0.3946053946053946,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d2, ])
396,1,0.3956043956043956,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
396,2,0.3956043956043956,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
396,3,0.3956043956043956,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
397,1,0.3966033966033966,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
397,2,0.3966033966033966,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
397,3,0.3966033966033966,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
398,1,0.39760239760239763,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2, ])
398,2,0.39760239760239763,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
398,3,0.39760239760239763,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
399,1,0.3986013986013986,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
399,2,0.3986013986013986,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
399,3,0.3986013986013986,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d4, ])
400,1,0.3996003996003996,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d1, ])
400,2,0.3996003996003996,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
400,3,0.3996003996003996,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
401,1,0.4005994005994006,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
401,2,0.4005994005994006,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
401,3,0.4005994005994006,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
402,1,0.4015984015984016,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
402,2,0.4015984015984016,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
402,3,0.4015984015984016,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
403,1,0.4025974025974026,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1, ])
403,2,0.4025974025974026,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
403,3,0.4025974025974026,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d3, ])
404,1,0.4035964035964036,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
404,2,0.4035964035964036,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
404,3,0.4035964035964036,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
405,1,0.4045954045954046,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, ])
405,2,0.4045954045954046,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
405,3,0.4045954045954046,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d1, ])
406,1,0.40559440559440557,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
406,2,0.40559440559440557,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
406,3,0.40559440559440557,SYAgent@16,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, ])
407,1,0.4065934065934066,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4, ])
407,2,0.4065934065934066,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d1, ])
407,3,0.4065934065934066,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
408,1,0.4075924075924076,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3, ])
408,2,0.4075924075924076,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
408,3,0.4075924075924076,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d3, ])
409,1,0.4085914085914086,LDAgent@14,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, ])
409,2,0.4085914085914086,ParsCat@15,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, ])
409,3,0.4085914085914086,SYAgent@16,(Offer  bid:Bid[a: a3, b: b1, c: c3, d: d3, ])
410,1,0.4095904095904096,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3, ])
410,2,0.4095904095904096,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
410,3,0.4095904095904096,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d1, ])
411,1,0.41058941058941056,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
411,2,0.41058941058941056,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
411,3,0.41058941058941056,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
412,1,0.4115884115884116,LDAgent@14,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d3, ])
412,2,0.4115884115884116,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
412,3,0.4115884115884116,SYAgent@16,(Offer  bid:Bid[a: a3, b: b4, c: c3, d: d2, ])
413,1,0.4125874125874126,LDAgent@14,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4, ])
413,2,0.4125874125874126,ParsCat@15,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d4, ])
413,3,0.4125874125874126,SYAgent@16,(Offer  bid:Bid[a: a3, b: b3, c: c3, d: d4, ])
414,1,0.41358641358641357,LDAgent@14,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, ])
